mass_g,year,reclat,reclong,time_period,mass_kg
1.4,1999,-84,168,1991 to 2000,0.0014
0.7,1999,-84,168,1991 to 2000,7e-4
2.2,1999,-84,168,1991 to 2000,0.0022
2.2,1999,-84,168,1991 to 2000,0.0022
0.9,1999,-84,168,1991 to 2000,9e-4
0.5,1999,-84,168,1991 to 2000,5e-4
1.5,1999,-84,168,1991 to 2000,0.0015
11.3,1999,-84,168,1991 to 2000,0.011300000000000001
211.9,1999,-84,168,1991 to 2000,0.2119
198,1999,-84,168,1991 to 2000,0.198
110.3,1999,-84,168,1991 to 2000,0.1103
118.2,1999,-84,168,1991 to 2000,0.1182
113.8,1999,-84,168,1991 to 2000,0.1138
173.5,1999,-84,168,1991 to 2000,0.1735
200.4,1999,-84,168,1991 to 2000,0.2004
93.4,1999,-84,168,1991 to 2000,0.09340000000000001
134.1,1999,-84,168,1991 to 2000,0.1341
584.6,1999,-84,168,1991 to 2000,0.5846
235.9,1999,-84,168,1991 to 2000,0.2359
356.8,1999,-84,168,1991 to 2000,0.3568
230,1999,-84,168,1991 to 2000,0.23
336.1,1999,-84,168,1991 to 2000,0.3361
329.3,1999,-84,168,1991 to 2000,0.32930000000000004
525.9,1999,-84,168,1991 to 2000,0.5258999999999999
1029.2,1999,-84,168,1991 to 2000,1.0292000000000001
463,1999,-84,168,1991 to 2000,0.463
755.5,1999,-84,168,1991 to 2000,0.7555
173.6,1999,-84,168,1991 to 2000,0.1736
1.2,1999,-84,168,1991 to 2000,0.0012
13.8,1999,-84,168,1991 to 2000,0.013800000000000002
4.5,1999,-84,168,1991 to 2000,0.0045
9.3,1999,-84,168,1991 to 2000,0.009300000000000001
1.7,1999,-84,168,1991 to 2000,0.0017
1.4,1999,-84,168,1991 to 2000,0.0014
10.2,1999,-84,168,1991 to 2000,0.010199999999999999
10.2,1999,-84,168,1991 to 2000,0.010199999999999999
0.9,1999,-84,168,1991 to 2000,9e-4
1.9,1999,-84,168,1991 to 2000,0.0019
7.5,1999,-84,168,1991 to 2000,0.0075
1.85,1999,-84,168,1991 to 2000,0.00185
23.2,1999,-84,168,1991 to 2000,0.0232
23.2,1999,-84,168,1991 to 2000,0.0232
29.9,1999,-84,168,1991 to 2000,0.0299
1.25,1999,-84,168,1991 to 2000,0.00125
30.8,1999,-84,168,1991 to 2000,0.0308
21.3,1999,-84,168,1991 to 2000,0.0213
93.9,1999,-84,168,1991 to 2000,0.09390000000000001
56.9,1999,-84,168,1991 to 2000,0.0569
7.8,1999,-84,168,1991 to 2000,0.0078
22.6,1999,-84,168,1991 to 2000,0.022600000000000002
19.9,1999,-84,168,1991 to 2000,0.019899999999999998
5.4,1999,-84,168,1991 to 2000,0.0054
23,1999,-84,168,1991 to 2000,0.023
54.6,1999,-84,168,1991 to 2000,0.0546
14.7,1999,-84,168,1991 to 2000,0.0147
8.4,1999,-84,168,1991 to 2000,0.008400000000000001
20.5,1999,-84,168,1991 to 2000,0.0205
20.5,1999,-84,168,1991 to 2000,0.0205
13.9,1999,-84,168,1991 to 2000,0.013900000000000001
4.7,1999,-84,168,1991 to 2000,0.0047
1.45,1999,-84,168,1991 to 2000,0.00145
5,1999,-84,168,1991 to 2000,0.005
0.387,1999,-84,168,1991 to 2000,3.8700000000000003e-4
2.7,1999,-84,168,1991 to 2000,0.0027
3.5,1999,-84,168,1991 to 2000,0.0035
5.9,1999,-84,168,1991 to 2000,0.005900000000000001
5.9,1999,-84,168,1991 to 2000,0.005900000000000001
4.2,1999,-84,168,1991 to 2000,0.004200000000000001
4.2,1999,-84,168,1991 to 2000,0.004200000000000001
3.1,1999,-84,168,1991 to 2000,0.0031
3.1,1999,-84,168,1991 to 2000,0.0031
1.57,1999,-84,168,1991 to 2000,0.00157
20,1999,-84,168,1991 to 2000,0.02
2,1999,-84,168,1991 to 2000,0.002
7.5,1999,-84,168,1991 to 2000,0.0075
5.5,1999,-84,168,1991 to 2000,0.0055
21.8,1999,-84,168,1991 to 2000,0.0218
1.3,1999,-84,168,1991 to 2000,0.0013
0.44,1999,-84,168,1991 to 2000,4.4e-4
2.8,1999,-84,168,1991 to 2000,0.0028
15.7,1999,-84,168,1991 to 2000,0.0157
6,1999,-84,168,1991 to 2000,0.006
3.4,1999,-84,168,1991 to 2000,0.0034
2.2,1999,-84,168,1991 to 2000,0.0022
3,1999,-84,168,1991 to 2000,0.003
10.7,1999,-84,168,1991 to 2000,0.0107
31,1999,-84,168,1991 to 2000,0.031
2.4,1999,-84,168,1991 to 2000,0.0024
16.4,1999,-84,168,1991 to 2000,0.016399999999999998
3.8,1999,-84,168,1991 to 2000,0.0038
3.8,1999,-84,168,1991 to 2000,0.0038
4.4,1999,-84,168,1991 to 2000,0.0044
4.4,1999,-84,168,1991 to 2000,0.0044
25.9,1999,-84,168,1991 to 2000,0.0259
20,1999,-84,168,1991 to 2000,0.02
1.94,1999,-84,168,1991 to 2000,0.0019399999999999999
6.1,1999,-84,168,1991 to 2000,0.0060999999999999995
2.5,1999,-84,168,1991 to 2000,0.0025
23.6,1999,-84,168,1991 to 2000,0.023600000000000003
19.3,1999,-84,168,1991 to 2000,0.0193
24.7,1999,-84,168,1991 to 2000,0.0247
39.3,1999,-84,168,1991 to 2000,0.039299999999999995
63.3,1999,-84,168,1991 to 2000,0.0633
27.4,1999,-84,168,1991 to 2000,0.027399999999999997
43.6,1999,-84,168,1991 to 2000,0.0436
19.4,1999,-84,168,1991 to 2000,0.019399999999999997
41,1999,-84,168,1991 to 2000,0.041
6,1999,-84,168,1991 to 2000,0.006
1.69,1999,-84,168,1991 to 2000,0.0016899999999999999
10.7,1999,-84,168,1991 to 2000,0.0107
10.2,1999,-84,168,1991 to 2000,0.010199999999999999
5.1,1999,-84,168,1991 to 2000,0.0050999999999999995
0.52,1999,-84,168,1991 to 2000,5.200000000000001e-4
3.7,1999,-84,168,1991 to 2000,0.0037
1.97,1999,-84,168,1991 to 2000,0.00197
1.97,1999,-84,168,1991 to 2000,0.00197
1.68,1999,-84,168,1991 to 2000,0.0016799999999999999
123.3,1999,-84,168,1991 to 2000,0.12329999999999999
100,1999,-84,168,1991 to 2000,0.1
139.3,1999,-84,168,1991 to 2000,0.1393
181.6,1999,-84,168,1991 to 2000,0.18159999999999998
205.8,1999,-84,168,1991 to 2000,0.2058
234.7,1999,-84,168,1991 to 2000,0.2347
77.6,1999,-84,168,1991 to 2000,0.07759999999999999
24.8,1999,-84,168,1991 to 2000,0.0248
36.9,1999,-84,168,1991 to 2000,0.036899999999999995
30.2,1999,-84,168,1991 to 2000,0.030199999999999998
1.1,1999,-84,168,1991 to 2000,0.0011
1.1,1999,-84,168,1991 to 2000,0.0011
1.89,1999,-84,168,1991 to 2000,0.00189
2,1999,-84,168,1991 to 2000,0.002
26.7,1999,-84,168,1991 to 2000,0.026699999999999998
1.15,1999,-84,168,1991 to 2000,0.00115
1.69,1999,-84,168,1991 to 2000,0.0016899999999999999
1.69,1999,-84,168,1991 to 2000,0.0016899999999999999
3.8,1999,-84,168,1991 to 2000,0.0038
1.22,1999,-84,168,1991 to 2000,0.00122
8.6,1999,-84,168,1991 to 2000,0.0086
8.6,1999,-84,168,1991 to 2000,0.0086
8.7,1999,-84,168,1991 to 2000,0.0087
1.16,1999,-84,168,1991 to 2000,0.00116
1.18,1999,-84,168,1991 to 2000,0.0011799999999999998
1.18,1999,-84,168,1991 to 2000,0.0011799999999999998
1.93,1999,-84,168,1991 to 2000,0.0019299999999999999
3.4,1999,-84,168,1991 to 2000,0.0034
3.4,1999,-84,168,1991 to 2000,0.0034
0.26,1999,-84,168,1991 to 2000,2.6000000000000003e-4
16.1,1999,-84,168,1991 to 2000,0.0161
8.9,1999,-84,168,1991 to 2000,0.0089
9.6,1999,-84,168,1991 to 2000,0.0096
9.6,1999,-84,168,1991 to 2000,0.0096
2.2,1999,-84,168,1991 to 2000,0.0022
2.2,1999,-84,168,1991 to 2000,0.0022
0.34,1999,-84,168,1991 to 2000,3.4e-4
0.62,1999,-84,168,1991 to 2000,6.2e-4
0.48,1999,-84,168,1991 to 2000,4.7999999999999996e-4
0.48,1999,-84,168,1991 to 2000,4.7999999999999996e-4
8.1,1999,-84,168,1991 to 2000,0.0081
1.5,1999,-84,168,1991 to 2000,0.0015
1.5,1999,-84,168,1991 to 2000,0.0015
1.5,1999,-84,168,1991 to 2000,0.0015
2.4,1999,-84,168,1991 to 2000,0.0024
6.1,1999,-84,168,1991 to 2000,0.0060999999999999995
6.1,1999,-84,168,1991 to 2000,0.0060999999999999995
2.3,1999,-84,168,1991 to 2000,0.0023
2.4,1999,-84,168,1991 to 2000,0.0024
18.4,1999,-84,168,1991 to 2000,0.0184
13,1999,-84,168,1991 to 2000,0.013
3.2,1999,-84,168,1991 to 2000,0.0032
1.54,1999,-84,168,1991 to 2000,0.0015400000000000001
6.8,1999,-84,168,1991 to 2000,0.0068
21.2,1999,-84,168,1991 to 2000,0.0212
32.6,1999,-84,168,1991 to 2000,0.032600000000000004
36,1999,-84,168,1991 to 2000,0.036
42,1999,-84,168,1991 to 2000,0.042
14.4,1999,-84,168,1991 to 2000,0.0144
1.77,1999,-84,168,1991 to 2000,0.00177
6.2,1999,-84,168,1991 to 2000,0.0062
17.5,1999,-84,168,1991 to 2000,0.0175
17.5,1999,-84,168,1991 to 2000,0.0175
0.35,1999,-84,168,1991 to 2000,3.5e-4
0.28,1999,-84,168,1991 to 2000,2.8000000000000003e-4
0.33,1999,-84,168,1991 to 2000,3.3e-4
1.04,1999,-84,168,1991 to 2000,0.0010400000000000001
4.1,1999,-84,168,1991 to 2000,0.0040999999999999995
1.56,1999,-84,168,1991 to 2000,0.00156
1.19,1999,-84,168,1991 to 2000,0.0011899999999999999
4.6,1999,-84,168,1991 to 2000,0.0046
7,1999,-84,168,1991 to 2000,0.007
2.8,1999,-84,168,1991 to 2000,0.0028
4.1,1999,-84,168,1991 to 2000,0.0040999999999999995
3.8,1999,-84,168,1991 to 2000,0.0038
10.9,1999,-84,168,1991 to 2000,0.0109
7,1999,-84,168,1991 to 2000,0.007
0.74,1999,-84,168,1991 to 2000,7.4e-4
4.6,1999,-84,168,1991 to 2000,0.0046
1.44,1999,-84,168,1991 to 2000,0.0014399999999999999
1.64,1999,-84,168,1991 to 2000,0.00164
1.52,1999,-84,168,1991 to 2000,0.00152
1.79,1999,-84,168,1991 to 2000,0.0017900000000000001
2.7,1999,-84,168,1991 to 2000,0.0027
5.6,1999,-84,168,1991 to 2000,0.0056
1.69,1999,-84,168,1991 to 2000,0.0016899999999999999
9.8,1999,-84,168,1991 to 2000,0.009800000000000001
6.4,1999,-84,168,1991 to 2000,0.0064
1.85,1999,-84,168,1991 to 2000,0.00185
7.9,1999,-84,168,1991 to 2000,0.0079
7.1,1999,-84,168,1991 to 2000,0.0070999999999999995
7.1,1999,-84,168,1991 to 2000,0.0070999999999999995
1.48,1999,-84,168,1991 to 2000,0.00148
18.5,1999,-84,168,1991 to 2000,0.0185
2.2,1999,-84,168,1991 to 2000,0.0022
2.8,1999,-84,168,1991 to 2000,0.0028
11.5,1999,-84,168,1991 to 2000,0.0115
1.86,1999,-84,168,1991 to 2000,0.0018600000000000001
9.3,1999,-84,168,1991 to 2000,0.009300000000000001
3,1999,-84,168,1991 to 2000,0.003
2.9,1999,-84,168,1991 to 2000,0.0029
5.2,1999,-84,168,1991 to 2000,0.0052
3.8,1999,-84,168,1991 to 2000,0.0038
1.76,1999,-84,168,1991 to 2000,0.00176
1.76,1999,-84,168,1991 to 2000,0.00176
0.34,1999,-84,168,1991 to 2000,3.4e-4
2.7,1999,-84,168,1991 to 2000,0.0027
1.96,1999,-84,168,1991 to 2000,0.00196
1.96,1999,-84,168,1991 to 2000,0.00196
1.76,1999,-84,168,1991 to 2000,0.00176
1.76,1999,-84,168,1991 to 2000,0.00176
10,1999,-84,168,1991 to 2000,0.01
10,1999,-84,168,1991 to 2000,0.01
3.7,1999,-84,168,1991 to 2000,0.0037
3.7,1999,-84,168,1991 to 2000,0.0037
17.4,1999,-84,168,1991 to 2000,0.0174
1.81,1999,-84,168,1991 to 2000,0.00181
13.8,1999,-84,168,1991 to 2000,0.013800000000000002
7.5,1999,-84,168,1991 to 2000,0.0075
1.75,1999,-84,168,1991 to 2000,0.00175
25.3,1999,-84,168,1991 to 2000,0.0253
98.3,1999,-84,168,1991 to 2000,0.0983
101.7,1999,-84,168,1991 to 2000,0.1017
103.9,1999,-84,168,1991 to 2000,0.1039
101.2,1999,-84,168,1991 to 2000,0.1012
142.3,1999,-84,168,1991 to 2000,0.1423
104,1999,-84,168,1991 to 2000,0.104
145,1999,-84,168,1991 to 2000,0.145
90,1999,-84,168,1991 to 2000,0.09
77.9,1999,-84,168,1991 to 2000,0.07790000000000001
17.8,1999,-84,168,1991 to 2000,0.0178
23.7,1999,-84,168,1991 to 2000,0.0237
35.7,1999,-84,168,1991 to 2000,0.0357
47.5,1999,-84,168,1991 to 2000,0.0475
16.3,1999,-84,168,1991 to 2000,0.016300000000000002
52.4,1999,-84,168,1991 to 2000,0.052399999999999995
21.6,1999,-84,168,1991 to 2000,0.0216
29.7,1999,-84,168,1991 to 2000,0.0297
25.7,1999,-84,168,1991 to 2000,0.0257
19.6,1999,-84,168,1991 to 2000,0.019600000000000003
11.7,1999,-84,168,1991 to 2000,0.011699999999999999
8.7,1999,-84,168,1991 to 2000,0.0087
6.2,1999,-84,168,1991 to 2000,0.0062
1.45,1999,-84,168,1991 to 2000,0.00145
1.12,1999,-84,168,1991 to 2000,0.0011200000000000001
6.7,1999,-84,168,1991 to 2000,0.0067
1.78,1999,-84,168,1991 to 2000,0.0017800000000000001
1.4,1999,-84,168,1991 to 2000,0.0014
17.1,1999,-84,168,1991 to 2000,0.0171
2.1,1999,-84,168,1991 to 2000,0.0021000000000000003
3.6,1999,-84,168,1991 to 2000,0.0036
1.7,1999,-84,168,1991 to 2000,0.0017
2.7,1999,-84,168,1991 to 2000,0.0027
1.4,1999,-84,168,1991 to 2000,0.0014
9.5,1999,-84,168,1991 to 2000,0.0095
5.9,1999,-84,168,1991 to 2000,0.005900000000000001
3.1,1999,-84,168,1991 to 2000,0.0031
4.4,1999,-84,168,1991 to 2000,0.0044
37.7,1999,-84,168,1991 to 2000,0.037700000000000004
24.5,1999,-84,168,1991 to 2000,0.0245
92.6,1999,-84,168,1991 to 2000,0.09259999999999999
22,1999,-84,168,1991 to 2000,0.022
28.1,1999,-84,168,1991 to 2000,0.0281
32.4,1999,-84,168,1991 to 2000,0.0324
14.5,1999,-84,168,1991 to 2000,0.0145
23.7,1999,-84,168,1991 to 2000,0.0237
36.4,1999,-84,168,1991 to 2000,0.0364
34.3,1999,-84,168,1991 to 2000,0.0343
6.9,1999,-84,168,1991 to 2000,0.006900000000000001
6.9,1999,-84,168,1991 to 2000,0.006900000000000001
11.7,1999,-84,168,1991 to 2000,0.011699999999999999
2.4,1999,-84,168,1991 to 2000,0.0024
3.7,1999,-84,168,1991 to 2000,0.0037
12.4,1999,-84,168,1991 to 2000,0.0124
12.4,1999,-84,168,1991 to 2000,0.0124
0.9,1999,-84,168,1991 to 2000,9e-4
2.4,1999,-84,168,1991 to 2000,0.0024
2.4,1999,-84,168,1991 to 2000,0.0024
4.7,1999,-84,168,1991 to 2000,0.0047
3.6,1999,-84,168,1991 to 2000,0.0036
3.2,1999,-84,168,1991 to 2000,0.0032
4.6,1999,-84,168,1991 to 2000,0.0046
4.6,1999,-84,168,1991 to 2000,0.0046
0.6,1999,-84,168,1991 to 2000,6e-4
0.3,1999,-84,168,1991 to 2000,3e-4
1.1,1999,-84,168,1991 to 2000,0.0011
1.5,1999,-84,168,1991 to 2000,0.0015
3.5,1999,-84,168,1991 to 2000,0.0035
8.5,1999,-84,168,1991 to 2000,0.0085
22.2,1999,-84,168,1991 to 2000,0.0222
22.2,1999,-84,168,1991 to 2000,0.0222
0.9,1999,-84,168,1991 to 2000,9e-4
4.4,1999,-84,168,1991 to 2000,0.0044
1.4,1999,-84,168,1991 to 2000,0.0014
15.8,1999,-84,168,1991 to 2000,0.0158
10.6,1999,-84,168,1991 to 2000,0.0106
19.4,1999,-84,168,1991 to 2000,0.019399999999999997
3.3,1999,-84,168,1991 to 2000,0.0033
3.3,1999,-84,168,1991 to 2000,0.0033
0.7,1999,-84,168,1991 to 2000,7e-4
1.3,1999,-84,168,1991 to 2000,0.0013
4.5,1999,-84,168,1991 to 2000,0.0045
1.1,1999,-84,168,1991 to 2000,0.0011
3.2,1999,-84,168,1991 to 2000,0.0032
1.7,1999,-84,168,1991 to 2000,0.0017
4.5,1999,-84,168,1991 to 2000,0.0045
9.2,1999,-84,168,1991 to 2000,0.0092
3.7,1999,-84,168,1991 to 2000,0.0037
2.4,1999,-84,168,1991 to 2000,0.0024
1.4,1999,-84,168,1991 to 2000,0.0014
1.4,1999,-84,168,1991 to 2000,0.0014
0.7,1999,-84,168,1991 to 2000,7e-4
0.8,1999,-84,168,1991 to 2000,8e-4
1,1999,-84,168,1991 to 2000,0.001
2.2,1999,-84,168,1991 to 2000,0.0022
2.3,1999,-84,168,1991 to 2000,0.0023
3.1,1999,-84,168,1991 to 2000,0.0031
3.1,1999,-84,168,1991 to 2000,0.0031
3.1,1999,-84,168,1991 to 2000,0.0031
2.3,1999,-84,168,1991 to 2000,0.0023
2.5,1999,-84,168,1991 to 2000,0.0025
2.5,1999,-84,168,1991 to 2000,0.0025
2.2,1999,-84,168,1991 to 2000,0.0022
7.9,1999,-84,168,1991 to 2000,0.0079
8.8,1999,-84,168,1991 to 2000,0.0088
1.8,1999,-84,168,1991 to 2000,0.0018
6.7,1999,-84,168,1991 to 2000,0.0067
2.08,1999,-84,168,1991 to 2000,0.0020800000000000003
1.97,1999,-84,168,1991 to 2000,0.00197
2.81,1999,-84,168,1991 to 2000,0.00281
0.68,1999,-84,168,1991 to 2000,6.8e-4
4.46,1999,-84,168,1991 to 2000,0.0044599999999999996
0.25,1999,-84,168,1991 to 2000,2.5e-4
2.19,1999,-84,168,1991 to 2000,0.00219
0.15,1999,-84,168,1991 to 2000,1.5e-4
4.66,1999,-84,168,1991 to 2000,0.00466
3.19,1999,-84,168,1991 to 2000,0.00319
7.3,1999,-84,168,1991 to 2000,0.0073
3.3,1999,-84,168,1991 to 2000,0.0033
10.1,1999,-84,168,1991 to 2000,0.0101
3,1999,-84,168,1991 to 2000,0.003
1.3,1999,-84,168,1991 to 2000,0.0013
1.3,1999,-84,168,1991 to 2000,0.0013
3,1999,-84,168,1991 to 2000,0.003
9.4,1999,-84,168,1991 to 2000,0.0094
5.1,1999,-84,168,1991 to 2000,0.0050999999999999995
4.7,1999,-84,168,1991 to 2000,0.0047
30.5,1999,-84,168,1991 to 2000,0.0305
8.7,1999,-84,168,1991 to 2000,0.0087
33.6,1999,-84,168,1991 to 2000,0.033600000000000005
86.1,1999,-84,168,1991 to 2000,0.0861
55.5,1999,-84,168,1991 to 2000,0.0555
48.5,1999,-84,168,1991 to 2000,0.0485
91.3,1999,-84,168,1991 to 2000,0.09129999999999999
13.6,1999,-84,168,1991 to 2000,0.0136
112.8,1999,-84,168,1991 to 2000,0.1128
195.5,1999,-84,168,1991 to 2000,0.1955
284,1999,-84,168,1991 to 2000,0.284
282.1,1999,-84,168,1991 to 2000,0.2821
372.4,1999,-84,168,1991 to 2000,0.37239999999999995
336.6,1999,-84,168,1991 to 2000,0.3366
256.3,1999,-84,168,1991 to 2000,0.25630000000000003
211.7,1999,-84,168,1991 to 2000,0.2117
87.2,1999,-84,168,1991 to 2000,0.0872
65.2,1999,-84,168,1991 to 2000,0.06520000000000001
29.1,1999,-84,168,1991 to 2000,0.0291
26.2,1999,-84,168,1991 to 2000,0.026199999999999998
62.6,1999,-84,168,1991 to 2000,0.0626
31.4,1999,-84,168,1991 to 2000,0.0314
92.8,1999,-84,168,1991 to 2000,0.0928
18.4,1999,-84,168,1991 to 2000,0.0184
81.9,1999,-84,168,1991 to 2000,0.0819
14.6,1999,-84,168,1991 to 2000,0.0146
10.8,1999,-84,168,1991 to 2000,0.0108
64.3,1999,-84,168,1991 to 2000,0.0643
2,1999,-84,168,1991 to 2000,0.002
3.8,1999,-84,168,1991 to 2000,0.0038
3.8,1999,-84,168,1991 to 2000,0.0038
0.6,1999,-84,168,1991 to 2000,6e-4
0.3,1999,-84,168,1991 to 2000,3e-4
3.4,1999,-84,168,1991 to 2000,0.0034
3.6,1999,-84,168,1991 to 2000,0.0036
3.6,1999,-84,168,1991 to 2000,0.0036
0.9,1999,-84,168,1991 to 2000,9e-4
1.9,1999,-84,168,1991 to 2000,0.0019
2.2,1999,-84,168,1991 to 2000,0.0022
1.7,1999,-84,168,1991 to 2000,0.0017
1.7,1999,-84,168,1991 to 2000,0.0017
2.6,1999,-84,168,1991 to 2000,0.0026
2.6,1999,-84,168,1991 to 2000,0.0026
0.7,1999,-84,168,1991 to 2000,7e-4
4.8,1999,-84,168,1991 to 2000,0.0048
1.3,1999,-84,168,1991 to 2000,0.0013
3.3,1999,-84,168,1991 to 2000,0.0033
1.3,1999,-84,168,1991 to 2000,0.0013
1.5,1999,-84,168,1991 to 2000,0.0015
1.5,1999,-84,168,1991 to 2000,0.0015
1.3,1999,-84,168,1991 to 2000,0.0013
1.3,1999,-84,168,1991 to 2000,0.0013
1,1999,-84,168,1991 to 2000,0.001
3.9,1999,-84,168,1991 to 2000,0.0039
2,1999,-84,168,1991 to 2000,0.002
3.2,1999,-84,168,1991 to 2000,0.0032
4.1,1999,-84,168,1991 to 2000,0.0040999999999999995
2.7,1999,-84,168,1991 to 2000,0.0027
6.3,1999,-84,168,1991 to 2000,0.0063
3,1999,-84,168,1991 to 2000,0.003
21.8,1999,-84,168,1991 to 2000,0.0218
1.3,1999,-84,168,1991 to 2000,0.0013
9.5,1999,-84,168,1991 to 2000,0.0095
9.5,1999,-84,168,1991 to 2000,0.0095
1.8,1999,-84,168,1991 to 2000,0.0018
1.4,1999,-84,168,1991 to 2000,0.0014
6.1,1999,-84,168,1991 to 2000,0.0060999999999999995
3.5,1999,-84,168,1991 to 2000,0.0035
27.1,1999,-84,168,1991 to 2000,0.027100000000000003
15.8,1999,-84,168,1991 to 2000,0.0158
5.8,1999,-84,168,1991 to 2000,0.0058
2,1999,-84,168,1991 to 2000,0.002
13.1,1999,-84,168,1991 to 2000,0.013099999999999999
2.6,1999,-84,168,1991 to 2000,0.0026
8.9,1999,-84,168,1991 to 2000,0.0089
1.4,1999,-84,168,1991 to 2000,0.0014
17.7,1999,-84,168,1991 to 2000,0.0177
2.1,1999,-84,168,1991 to 2000,0.0021000000000000003
2.8,1999,-84,168,1991 to 2000,0.0028
3,1999,-84,168,1991 to 2000,0.003
2.5,1999,-84,168,1991 to 2000,0.0025
1.8,1999,-84,168,1991 to 2000,0.0018
1.8,1999,-84,168,1991 to 2000,0.0018
2.1,1999,-84,168,1991 to 2000,0.0021000000000000003
6.8,1999,-84,168,1991 to 2000,0.0068
7.9,1999,-84,168,1991 to 2000,0.0079
2.2,1999,-84,168,1991 to 2000,0.0022
4.4,1999,-84,168,1991 to 2000,0.0044
6.2,1999,-84,168,1991 to 2000,0.0062
1.6,1999,-84,168,1991 to 2000,0.0016
1.6,1999,-84,168,1991 to 2000,0.0016
6.2,1999,-84,168,1991 to 2000,0.0062
6.2,1999,-84,168,1991 to 2000,0.0062
0.9,1999,-84,168,1991 to 2000,9e-4
0.2,1999,-84,168,1991 to 2000,2e-4
1.2,1999,-84,168,1991 to 2000,0.0012
2.3,1999,-84,168,1991 to 2000,0.0023
3.1,1999,-84,168,1991 to 2000,0.0031
5.8,1999,-84,168,1991 to 2000,0.0058
3.4,1999,-84,168,1991 to 2000,0.0034
3.4,1999,-84,168,1991 to 2000,0.0034
0.8,1999,-84,168,1991 to 2000,8e-4
2.1,1999,-84,168,1991 to 2000,0.0021000000000000003
2.4,1999,-84,168,1991 to 2000,0.0024
4.7,1999,-84,168,1991 to 2000,0.0047
4.7,1999,-84,168,1991 to 2000,0.0047
3.2,1999,-84,168,1991 to 2000,0.0032
6.4,1999,-84,168,1991 to 2000,0.0064
6.4,1999,-84,168,1991 to 2000,0.0064
0.8,1999,-84,168,1991 to 2000,8e-4
8.9,1999,-84,168,1991 to 2000,0.0089
2.5,1999,-84,168,1991 to 2000,0.0025
5.2,1999,-84,168,1991 to 2000,0.0052
13.4,1999,-84,168,1991 to 2000,0.0134
11.2,1999,-84,168,1991 to 2000,0.0112
11.2,1999,-84,168,1991 to 2000,0.0112
2.5,1999,-84,168,1991 to 2000,0.0025
2.5,1999,-84,168,1991 to 2000,0.0025
3.1,1999,-84,168,1991 to 2000,0.0031
4.2,1999,-84,168,1991 to 2000,0.004200000000000001
4.2,1999,-84,168,1991 to 2000,0.004200000000000001
0.7,1999,-84,168,1991 to 2000,7e-4
1.1,1999,-84,168,1991 to 2000,0.0011
0.5,1999,-84,168,1991 to 2000,5e-4
0.5,1999,-84,168,1991 to 2000,5e-4
2.1,1999,-84,168,1991 to 2000,0.0021000000000000003
3.8,1999,-84,168,1991 to 2000,0.0038
3.8,1999,-84,168,1991 to 2000,0.0038
13.1,1999,-84,168,1991 to 2000,0.013099999999999999
33.5,1999,-84,168,1991 to 2000,0.0335
25.1,1999,-84,168,1991 to 2000,0.0251
26.8,1999,-84,168,1991 to 2000,0.0268
10.4,1999,-84,168,1991 to 2000,0.0104
13.3,1999,-84,168,1991 to 2000,0.013300000000000001
55,1999,-84,168,1991 to 2000,0.055
37.8,1999,-84,168,1991 to 2000,0.0378
31.9,1999,-84,168,1991 to 2000,0.0319
27,1999,-84,168,1991 to 2000,0.027
23,1999,-84,168,1991 to 2000,0.023
13,1999,-84,168,1991 to 2000,0.013
9.4,1999,-84,168,1991 to 2000,0.0094
28.9,1999,-84,168,1991 to 2000,0.0289
16.1,1999,-84,168,1991 to 2000,0.0161
11.7,1999,-84,168,1991 to 2000,0.011699999999999999
11.6,1999,-84,168,1991 to 2000,0.0116
6.4,1999,-84,168,1991 to 2000,0.0064
26.1,1999,-84,168,1991 to 2000,0.0261
38.8,1999,-84,168,1991 to 2000,0.038799999999999994
1.3,1999,-84,168,1991 to 2000,0.0013
1.1,1999,-84,168,1991 to 2000,0.0011
2.8,1999,-84,168,1991 to 2000,0.0028
1.8,1999,-84,168,1991 to 2000,0.0018
5.9,1999,-84,168,1991 to 2000,0.005900000000000001
5.9,1999,-84,168,1991 to 2000,0.005900000000000001
7.4,1999,-84,168,1991 to 2000,0.0074
7.4,1999,-84,168,1991 to 2000,0.0074
3.7,1999,-84,168,1991 to 2000,0.0037
4.4,1999,-84,168,1991 to 2000,0.0044
119.6,1999,-84,168,1991 to 2000,0.1196
166.4,1999,-84,168,1991 to 2000,0.1664
250.1,1999,-84,168,1991 to 2000,0.2501
156.8,1999,-84,168,1991 to 2000,0.15680000000000002
136.4,1999,-84,168,1991 to 2000,0.1364
315.5,1999,-84,168,1991 to 2000,0.3155
132.1,1999,-84,168,1991 to 2000,0.1321
164.9,1999,-84,168,1991 to 2000,0.16490000000000002
189.6,1999,-84,168,1991 to 2000,0.1896
24.5,1999,-84,168,1991 to 2000,0.0245
59.5,1999,-84,168,1991 to 2000,0.0595
89.6,1999,-84,168,1991 to 2000,0.0896
64.3,1999,-84,168,1991 to 2000,0.0643
37.6,1999,-84,168,1991 to 2000,0.0376
31.2,1999,-84,168,1991 to 2000,0.0312
46.9,1999,-84,168,1991 to 2000,0.0469
27.8,1999,-84,168,1991 to 2000,0.027800000000000002
36.3,1999,-84,168,1991 to 2000,0.0363
27,1999,-84,168,1991 to 2000,0.027
51.8,1999,-84,168,1991 to 2000,0.0518
29.3,1999,-84,168,1991 to 2000,0.0293
21.6,1999,-84,168,1991 to 2000,0.0216
