mass_g,year,reclat,reclong,time_period,mass_kg
1200,1991,-30.3695,130.05533,1991 to 2000,1.2
20,1991,-30.36667,130.08333,1991 to 2000,0.02
14,1991,-30.36667,130.08333,1991 to 2000,0.014
8,1991,-30.36667,130.08333,1991 to 2000,0.008
18,1991,-30.36667,130.08333,1991 to 2000,0.018
26,1991,-30.36667,130.08333,1991 to 2000,0.026
43,1991,-30.35,130.03333,1991 to 2000,0.043
73,1991,-30.28583,129.957,1991 to 2000,0.073
54,1991,-30.06667,129.8475,1991 to 2000,0.054
40,1990,-30.06,130.025,1981 to 1990,0.04
538,1991,-30.21333,129.87333,1991 to 2000,0.538
472,1991,-30.21083,129.96833,1991 to 2000,0.472
432,1991,-30.34533,130.1,1991 to 2000,0.432
37.7,1993,-30.41667,129.85,1991 to 2000,0.037700000000000004
18255,2002,37.8594,-117.02097,2001 to 2010,18.255
30000,1960,4.9,-61.2,1951 to 1960,30
300,2005,16.9245,53.785,2001 to 2010,0.3
5,1877,47.28333,11.41667,1950 and older,0.005
4610,1880,-34.1,18.46667,1950 and older,4.61
8200,1938,-30.91667,118.2,1950 and older,8.2
9716,1963,35.63333,-100.13333,1961 to 1970,9.716
3600,1972,34.12167,-102.695,1971 to 1980,3.6
19900,1964,-30.18333,126.36667,1961 to 1970,19.9
894,1963,-30.2,126.36667,1961 to 1970,0.894
169.2,1971,-30.18333,126.36667,1971 to 1980,0.1692
24000000,1911,-30.78333,127.55,1950 and older,24000
251,1971,-30.88333,127.55,1971 to 1980,0.251
235,1972,-30.85,127.53333,1971 to 1980,0.235
9.2,1975,-30.75833,127.525,1971 to 1980,0.0092
171,1977,-30.475,127.51667,1971 to 1980,0.171
24.6,1982,-30.00833,127.70833,1981 to 1990,0.0246
30.6,1982,-30.01667,127.60833,1981 to 1990,0.030600000000000002
57.1,1982,-30.8,127.61667,1981 to 1990,0.0571
25.2,1982,-30.8,127.61667,1981 to 1990,0.0252
26.6,1982,-30.01667,127.7,1981 to 1990,0.026600000000000002
89,1989,-30.33333,127.61667,1981 to 1990,0.089
30.6,1992,-30.93333,127.5,1991 to 2000,0.030600000000000002
9.16,1992,-30.12633,127.41033,1991 to 2000,0.00916
1.8,1992,-30.14267,127.39383,1991 to 2000,0.0018
26.69,1992,-30.12633,127.41033,1991 to 2000,0.026690000000000002
4.41,1992,-30.12167,127.38683,1991 to 2000,0.00441
40.59,1992,-30.7845,127.69733,1991 to 2000,0.04059
24,1990,-30.5,127.5,1981 to 1990,0.024
50,1991,-30.50583,127.43417,1991 to 2000,0.05
60,1989,-30.83333,127.5,1981 to 1990,0.06
13,2010,-30.77972,127.52306,2001 to 2010,0.013
51300,1897,-28.93333,148.95,1950 and older,51.3
230000,1906,67.8,23.1,1950 and older,230
33,1925,-26.66667,119,1950 and older,0.033
8600,1847,35.83333,-86.41667,1950 and older,8.6
1143000,1909,-29.58333,139.9,1950 and older,1143
18.4,1936,34.91667,-117.83333,1950 and older,0.0184
223,1936,34.91667,-117.83333,1950 and older,0.223
7700,1899,35.1,-84.03333,1950 and older,7.7
35,1997,23.8,12.31667,1991 to 2000,0.035
10580,1964,55.3,53.2,1961 to 1970,10.58
1800,2003,25.59983,28.45217,2001 to 2010,1.8
5397,1969,28.95,-97.40278,1961 to 1970,5.397
52.99,2002,-30.45383,137.99017,2001 to 2010,0.05299
2000,1890,46.98333,17.7,1950 and older,2
10540,2005,-40.53333,-66.63333,2001 to 2010,10.54
8,1932,19.93333,51.21667,1950 and older,0.008
1050,1982,42.83333,120.66667,1981 to 1990,1.05
5000,1980,29.36667,79.43333,1971 to 1980,5
4.62,1968,-31.96667,126.25,1961 to 1970,0.00462
1000,1979,-24.75,15.36667,1971 to 1980,1
9500000,1958,25.1,107.7,1951 to 1960,9500
3180,1944,-29.53333,143.98333,1950 and older,3.18
1694,1944,-29.5,144.06667,1950 and older,1.694
5500,1915,-31,124.83333,1950 and older,5.5
32200,1855,-34.25,147.7,1950 and older,32.2
672.3,1935,30.95,-98.26667,1950 and older,0.6723
513.3,1942,30.95,-98.28333,1950 and older,0.5133
27000,1975,-28.6,141.15,1971 to 1980,27
375,1907,59.18333,12.21667,1950 and older,0.375
18000,1934,35.96667,-77.96667,1950 and older,18
25000,1939,37.45,-98.41667,1950 and older,25
2184000,1921,35.33333,-109.5,1950 and older,2184
147,2004,32.5,-111.28,2001 to 2010,0.147
44,1938,34.5,-102.25,1950 and older,0.044
3600,1967,34.5,-102.25,1961 to 1970,3.6
222,1970,34.58333,-102.08333,1961 to 1970,0.222
1500,1968,34.58333,-102.08333,1961 to 1970,1.5
13100,1977,34.58333,-102.05,1971 to 1980,13.1
11310,1968,34.52667,-102.105,1961 to 1970,11.31
45300,1962,34.44417,-114.8325,1961 to 1970,45.3
1793,1976,34.04472,-102.79917,1971 to 1980,1.793
13800,1948,34.8,-118.5,1950 and older,13.8
28500,1936,-19.88333,-69.83333,1950 and older,28.5
73030,1856,37.75,-85.5,1950 and older,73.03
12500,1872,50.96667,13.95,1950 and older,12.5
1070,1964,-83.25,-55,1961 to 1970,1.07
82000,1894,38.5,-99.6,1950 and older,82
652,1938,38.48333,-99.91667,1950 and older,0.652
250000,1846,54.23333,35.15,1950 and older,250
8000,1917,39.66667,-100,1950 and older,8
20000,1922,40,-78.85,1950 and older,20
266,2010,33.721,-101.8389,2001 to 2010,0.266
20000,1936,46.36667,-101.95,1950 and older,20
800,1986,33.17,-101.63833,1981 to 1990,0.8
130,1935,34.5,-107,1950 and older,0.13
100.3,1972,33.11667,-102.11667,1971 to 1980,0.1003
200,1975,33.11833,-102.11333,1971 to 1980,0.2
3400,1995,40.62583,-103.84033,1991 to 2000,3.4
4800,1941,39.8,-84.81667,1950 and older,4.8
2950,1965,0,0,1961 to 1970,2.95
5600,1923,35.6,-91.26667,1950 and older,5.6
892,1939,37.6,-105.83333,1950 and older,0.892
115,1879,48,-97.93333,1950 and older,0.115
60000,1956,-38.85028,-62.87889,1951 to 1960,60
287,1950,52.83333,13.93333,1950 and older,0.287
173,1975,-31.08333,138.3,1971 to 1980,0.173
786,1970,-31.51667,117.96667,1961 to 1970,0.786
8,1876,59.98333,117.58333,1950 and older,0.008
20000,1895,-29.86667,144.21667,1950 and older,20
779,2006,25.7025,-10.78167,2001 to 2010,0.779
283.5,1962,-37.31667,139.85,1961 to 1970,0.2835
3200,1940,39.81667,-100.2,1950 and older,3.2
15150,1932,28.86667,-97.61667,1950 and older,15.15
23000,1907,36.9,-76.3,1950 and older,23
3.5,1900,51.85,107.91667,1950 and older,0.0035
19250,1945,-37.71667,-70.61667,1950 and older,19.25
4200,1965,32.51667,-82.55,1961 to 1970,4.2
300000,1875,-23,-69,1950 and older,300
38.6,1969,-30.03333,129.01667,1961 to 1970,0.0386
608.9,1969,-30.5,128.1,1961 to 1970,0.6089
510,1999,30.33333,-5.83333,1991 to 2000,0.51
964,1961,-30.21667,126.21667,1961 to 1970,0.964
308.7,1969,-30,128.91667,1961 to 1970,0.3087
4400,1971,-30.6,127.81667,1971 to 1980,4.4
238.4,1969,-30.76667,128.01667,1961 to 1970,0.2384
353,1963,42.31667,-72.63333,1961 to 1970,0.353
76000,1972,39.99167,-98.34167,1971 to 1980,76
124,2000,30.46667,13.55,1991 to 2000,0.124
234.4,1999,29.91667,-5.58333,1991 to 2000,0.2344
120,1999,29.91667,-5.58333,1991 to 2000,0.12
115,1999,29.91667,-5.58333,1991 to 2000,0.115
50,1999,29.91667,-5.58333,1991 to 2000,0.05
15,1999,29.91667,-5.58333,1991 to 2000,0.015
15,1999,29.91667,-5.58333,1991 to 2000,0.015
5,1999,29.91667,-5.58333,1991 to 2000,0.005
4,1999,31.5,-4.25,1991 to 2000,0.004
2000,1999,29.91667,-5.58333,1991 to 2000,2
40,1999,31.33333,-4.33333,1991 to 2000,0.04
15,1999,31.33333,-4.33333,1991 to 2000,0.015
80,1999,31.33333,-4.33333,1991 to 2000,0.08
4,1999,31.33333,-4.33333,1991 to 2000,0.004
5,1999,31.33333,-4.33333,1991 to 2000,0.005
22,1999,31.33333,-4.33333,1991 to 2000,0.022
78,1999,31.33333,-4.33333,1991 to 2000,0.078
86,1999,31.33333,-4.33333,1991 to 2000,0.086
116,1999,29.91667,-5.58333,1991 to 2000,0.116
64,1999,29.91667,-5.58333,1991 to 2000,0.064
166,1999,29.91667,-5.58333,1991 to 2000,0.166
30,1999,29.91667,-5.58333,1991 to 2000,0.03
76,1999,29.91667,-5.58333,1991 to 2000,0.076
800,1999,29.91667,-5.58333,1991 to 2000,0.8
1265,1999,30.33333,-5.83333,1991 to 2000,1.265
705,1999,30.33333,-5.83333,1991 to 2000,0.705
305,1999,30.33333,-5.83333,1991 to 2000,0.305
275,1999,30.33333,-5.83333,1991 to 2000,0.275
65,1999,30.33333,-5.83333,1991 to 2000,0.065
730,1999,30.33333,-5.83333,1991 to 2000,0.73
300,1999,30.36667,-5.05,1991 to 2000,0.3
192,1999,30.9,-3.96667,1991 to 2000,0.192
3500,1999,32.05,-3.03333,1991 to 2000,3.5
950,1999,27.16667,-9.5,1991 to 2000,0.95
163,1999,27.16667,-9.5,1991 to 2000,0.163
775,1999,27.16667,-9.5,1991 to 2000,0.775
230,1999,27.16667,-9.5,1991 to 2000,0.23
70,1999,27.16667,-9.5,1991 to 2000,0.07
130,1999,27.16667,-9.5,1991 to 2000,0.13
215,1999,27.16667,-9.5,1991 to 2000,0.215
80,1999,27.16667,-9.5,1991 to 2000,0.08
78,1999,27.16667,-9.5,1991 to 2000,0.078
185,1999,27.16667,-9.5,1991 to 2000,0.185
52,1999,27.16667,-9.5,1991 to 2000,0.052
422,1999,30.9,-3.98333,1991 to 2000,0.422
1088,1998,31.11667,-5.18333,1991 to 2000,1.088
296,2000,29.91667,-5.58333,1991 to 2000,0.296
50,1999,0,0,1991 to 2000,0.05
54,1999,0,0,1991 to 2000,0.054
360,1999,0,0,1991 to 2000,0.36
80,1999,0,0,1991 to 2000,0.08
85,1999,0,0,1991 to 2000,0.085
45,1999,0,0,1991 to 2000,0.045
43,1999,0,0,1991 to 2000,0.043
115,2001,0,0,2001 to 2010,0.115
240,2001,0,0,2001 to 2010,0.24
43,2001,30.808,-5.85583,2001 to 2010,0.043
206,2000,28.00083,-9.27,1991 to 2000,0.206
57,2002,0,0,2001 to 2010,0.057
1200,2001,0,0,2001 to 2010,1.2
14400,2002,0,0,2001 to 2010,14.4
414,2001,0,0,2001 to 2010,0.414
1549,2001,31.6,-4.38333,2001 to 2010,1.549
5200,2001,31.5,-4.85,2001 to 2010,5.2
5700,2001,31.33333,-4,2001 to 2010,5.7
50200,2001,31.38333,-4.25,2001 to 2010,50.2
4500,1999,30.33333,-5.83333,1991 to 2000,4.5
137,2000,30.08333,-5.66667,1991 to 2000,0.137
45.1,2001,0,0,2001 to 2010,0.0451
818,2000,29.91667,-5.58333,1991 to 2000,0.818
28.7,1999,29.91667,-5.58333,1991 to 2000,0.0287
37,1999,29.91667,-5.58333,1991 to 2000,0.037
51.7,1999,29.91667,-5.58333,1991 to 2000,0.0517
61.5,1999,29.91667,-5.58333,1991 to 2000,0.0615
104.1,2002,0,0,2001 to 2010,0.1041
6310,2002,29.53333,-3.18333,2001 to 2010,6.31
11560,2002,0,0,2001 to 2010,11.56
38.3,1999,29.91667,-5.58333,1991 to 2000,0.038299999999999994
24,1999,29.91667,-5.58333,1991 to 2000,0.024
14.1,1999,29.91667,-5.58333,1991 to 2000,0.0141
6032,2002,21,-13,2001 to 2010,6.032
61,2001,0,0,2001 to 2010,0.061
44,2002,0,0,2001 to 2010,0.044
832,2002,0,0,2001 to 2010,0.832
99.2,2003,31.7,-3.3,2001 to 2010,0.0992
57.6,2002,0,0,2001 to 2010,0.0576
27.6,2001,0,0,2001 to 2010,0.027600000000000003
89.3,2001,0,0,2001 to 2010,0.08929999999999999
25.5,2001,0,0,2001 to 2010,0.0255
80.7,2001,0,0,2001 to 2010,0.08070000000000001
17.7,2001,0,0,2001 to 2010,0.0177
29.4,2001,0,0,2001 to 2010,0.0294
393,2002,0,0,2001 to 2010,0.393
240,2003,0,0,2001 to 2010,0.24
6580,2003,0,0,2001 to 2010,6.58
34.9,2003,0,0,2001 to 2010,0.0349
417.44,2004,0,0,2001 to 2010,0.41744
135,2002,27.81667,-7.83333,2001 to 2010,0.135
140,2004,0,0,2001 to 2010,0.14
27690,2005,0,0,2001 to 2010,27.69
241,2003,0,0,2001 to 2010,0.241
422,2000,30.91667,-4.9,1991 to 2000,0.422
17,2001,27.96667,-7.95,2001 to 2010,0.017
65,2002,27.81667,-7.85,2001 to 2010,0.065
80.5,2000,28.16667,-7.9,1991 to 2000,0.0805
129.5,2000,28.2,-7.75,1991 to 2000,0.1295
110.7,2001,27.93333,-7.78333,2001 to 2010,0.1107
215.4,2001,27.76667,-7.66667,2001 to 2010,0.2154
47.9,2001,28.5,-7.9,2001 to 2010,0.0479
57.4,2001,28.58333,-7.96667,2001 to 2010,0.0574
485,2001,28.6,-7.98333,2001 to 2010,0.485
59.3,2001,27.93333,-7.9,2001 to 2010,0.0593
61.8,2002,27.73333,-7.85,2001 to 2010,0.061799999999999994
139,2001,27.8,-7.95,2001 to 2010,0.139
40.2,2002,27.91667,-7.5,2001 to 2010,0.0402
40,2001,28.66667,-7.53333,2001 to 2010,0.04
33.9,2001,28.75,-7.58333,2001 to 2010,0.0339
24.5,2002,28.1,-7.51667,2001 to 2010,0.0245
65,2002,28.23333,-7.88333,2001 to 2010,0.065
184,2002,27.96667,-7.95,2001 to 2010,0.184
1435,2004,0,0,2001 to 2010,1.435
3136,2003,0,0,2001 to 2010,3.136
114,2002,0,0,2001 to 2010,0.114
402,2002,0,0,2001 to 2010,0.402
145.8,2004,0,0,2001 to 2010,0.1458
494,2004,0,0,2001 to 2010,0.494
365.3,2004,0,0,2001 to 2010,0.3653
98,2004,0,0,2001 to 2010,0.098
1120,1999,29.91667,-5.58333,1991 to 2000,1.12
10,1999,29.91667,-5.58333,1991 to 2000,0.01
114,1999,29.91667,-5.58333,1991 to 2000,0.114
6.9,2004,0,0,2001 to 2010,0.006900000000000001
247,1999,29.91667,-5.58333,1991 to 2000,0.247
340,1999,29.91667,-5.58333,1991 to 2000,0.34
18.7,2004,0,0,2001 to 2010,0.018699999999999998
46,2004,0,0,2001 to 2010,0.046
412,2004,0,0,2001 to 2010,0.412
7000,1999,29.91667,-5.58333,1991 to 2000,7
549,2004,0,0,2001 to 2010,0.549
67.9,2003,0,0,2001 to 2010,0.0679
52.3,2003,0,0,2001 to 2010,0.0523
1175,2004,0,0,2001 to 2010,1.175
540,2004,0,0,2001 to 2010,0.54
526,2004,0,0,2001 to 2010,0.526
412,2004,0,0,2001 to 2010,0.412
351,2004,0,0,2001 to 2010,0.351
27.1,2004,0,0,2001 to 2010,0.027100000000000003
332.4,2004,0,0,2001 to 2010,0.3324
360,1999,29.91667,-5.58333,1991 to 2000,0.36
15.4,2004,0,0,2001 to 2010,0.0154
224.1,2003,0,0,2001 to 2010,0.2241
316.1,2004,0,0,2001 to 2010,0.31610000000000005
254.8,2004,0,0,2001 to 2010,0.2548
356.5,2004,0,0,2001 to 2010,0.3565
273,1999,29.91667,-5.58333,1991 to 2000,0.273
60.5,2003,0,0,2001 to 2010,0.0605
494.4,2004,0,0,2001 to 2010,0.49439999999999995
512.2,2004,0,0,2001 to 2010,0.5122000000000001
547.8,2004,0,0,2001 to 2010,0.5478
24.3,2004,0,0,2001 to 2010,0.024300000000000002
26.2,2004,0,0,2001 to 2010,0.026199999999999998
23.6,2004,0,0,2001 to 2010,0.023600000000000003
62.8,2004,0,0,2001 to 2010,0.0628
25.4,2004,0,0,2001 to 2010,0.0254
49.6,2004,0,0,2001 to 2010,0.0496
33.4,2004,0,0,2001 to 2010,0.0334
24.2,2004,0,0,2001 to 2010,0.0242
86.8,2004,0,0,2001 to 2010,0.0868
59.1,2004,0,0,2001 to 2010,0.0591
12.3,2004,0,0,2001 to 2010,0.0123
73.7,2004,0,0,2001 to 2010,0.0737
28.4,2004,0,0,2001 to 2010,0.028399999999999998
407,2006,0,0,2001 to 2010,0.407
4.8,2004,0,0,2001 to 2010,0.0048
21.9,2004,0,0,2001 to 2010,0.0219
164.8,2004,0,0,2001 to 2010,0.1648
499,2004,0,0,2001 to 2010,0.499
11.8,2004,0,0,2001 to 2010,0.011800000000000001
2180,2004,0,0,2001 to 2010,2.18
7000,2007,0,0,2001 to 2010,7
1762,2004,0,0,2001 to 2010,1.762
20.3,1999,0,0,1991 to 2000,0.020300000000000002
1500,1999,0,0,1991 to 2000,1.5
106.5,2004,0,0,2001 to 2010,0.1065
472,2004,0,0,2001 to 2010,0.472
940,1999,30.33333,-5.83333,1991 to 2000,0.94
510,2004,0,0,2001 to 2010,0.51
381,2004,0,0,2001 to 2010,0.381
512,2004,0,0,2001 to 2010,0.512
12050,2005,0,0,2001 to 2010,12.05
279,2007,0,0,2001 to 2010,0.279
277,2005,0,0,2001 to 2010,0.277
5463,2005,0,0,2001 to 2010,5.463
43,2005,0,0,2001 to 2010,0.043
28,2005,0,0,2001 to 2010,0.028
201,2006,0,0,2001 to 2010,0.201
147,2006,0,0,2001 to 2010,0.147
722,2005,0,0,2001 to 2010,0.722
60,2007,0,0,2001 to 2010,0.06
263.09,2003,0,0,2001 to 2010,0.26309
22.5,2005,0,0,2001 to 2010,0.0225
95.6,2008,0,0,2001 to 2010,0.09559999999999999
15.97,2008,0,0,2001 to 2010,0.01597
2.6,2004,0,0,2001 to 2010,0.0026
512,2004,0,0,2001 to 2010,0.512
1896,2004,0,0,2001 to 2010,1.896
395,2004,0,0,2001 to 2010,0.395
762,2004,0,0,2001 to 2010,0.762
1374,2005,0,0,2001 to 2010,1.374
174,2004,0,0,2001 to 2010,0.174
159,2006,0,0,2001 to 2010,0.159
1845,2006,0,0,2001 to 2010,1.845
1076,2006,0,0,2001 to 2010,1.076
75,2006,0,0,2001 to 2010,0.075
905,2006,0,0,2001 to 2010,0.905
841,2006,0,0,2001 to 2010,0.841
322,2007,0,0,2001 to 2010,0.322
231,2006,0,0,2001 to 2010,0.231
49,2007,0,0,2001 to 2010,0.049
121,2006,0,0,2001 to 2010,0.121
653,2006,0,0,2001 to 2010,0.653
2601,2006,0,0,2001 to 2010,2.601
663,2006,0,0,2001 to 2010,0.663
638,2006,0,0,2001 to 2010,0.638
400,2006,0,0,2001 to 2010,0.4
685,2006,0,0,2001 to 2010,0.685
3.8,2004,0,0,2001 to 2010,0.0038
473,2006,0,0,2001 to 2010,0.473
8.6,2006,0,0,2001 to 2010,0.0086
542,2006,0,0,2001 to 2010,0.542
71,2006,0,0,2001 to 2010,0.071
647,2006,0,0,2001 to 2010,0.647
424,2006,0,0,2001 to 2010,0.424
100,2006,0,0,2001 to 2010,0.1
338,2006,0,0,2001 to 2010,0.338
114,2006,0,0,2001 to 2010,0.114
916,2006,0,0,2001 to 2010,0.916
928,2006,0,0,2001 to 2010,0.928
83,2006,0,0,2001 to 2010,0.083
88,2006,0,0,2001 to 2010,0.088
82,2006,0,0,2001 to 2010,0.082
137,2006,0,0,2001 to 2010,0.137
73,2006,0,0,2001 to 2010,0.073
231,2006,0,0,2001 to 2010,0.231
240,2006,0,0,2001 to 2010,0.24
344,2006,0,0,2001 to 2010,0.344
182,2006,0,0,2001 to 2010,0.182
250,2006,0,0,2001 to 2010,0.25
145,2006,0,0,2001 to 2010,0.145
132,2006,0,0,2001 to 2010,0.132
138,2006,0,0,2001 to 2010,0.138
33,2006,0,0,2001 to 2010,0.033
174,2006,0,0,2001 to 2010,0.174
139,2006,0,0,2001 to 2010,0.139
943,2006,0,0,2001 to 2010,0.943
113,2006,0,0,2001 to 2010,0.113
87,2006,0,0,2001 to 2010,0.087
100,2006,0,0,2001 to 2010,0.1
107,2006,0,0,2001 to 2010,0.107
107,2006,0,0,2001 to 2010,0.107
91,2006,0,0,2001 to 2010,0.091
2094,2006,0,0,2001 to 2010,2.094
67,2006,0,0,2001 to 2010,0.067
33,2006,0,0,2001 to 2010,0.033
39,2007,0,0,2001 to 2010,0.039
49,2006,0,0,2001 to 2010,0.049
56,2006,0,0,2001 to 2010,0.056
4573,2006,0,0,2001 to 2010,4.573
66,2006,0,0,2001 to 2010,0.066
48,2006,0,0,2001 to 2010,0.048
41,2006,0,0,2001 to 2010,0.041
30,2006,0,0,2001 to 2010,0.03
41,2006,0,0,2001 to 2010,0.041
31,2006,0,0,2001 to 2010,0.031
79.9,2007,0,0,2001 to 2010,0.0799
25,2006,0,0,2001 to 2010,0.025
31,2006,0,0,2001 to 2010,0.031
13,2006,0,0,2001 to 2010,0.013
10,2006,0,0,2001 to 2010,0.01
16,2006,0,0,2001 to 2010,0.016
15,2006,0,0,2001 to 2010,0.015
9,2006,0,0,2001 to 2010,0.009
34,2006,0,0,2001 to 2010,0.034
489,2006,0,0,2001 to 2010,0.489
74.3,2007,0,0,2001 to 2010,0.07429999999999999
1.5,2007,0,0,2001 to 2010,0.0015
42.4,2006,0,0,2001 to 2010,0.0424
85.1,2006,0,0,2001 to 2010,0.0851
414.7,2006,0,0,2001 to 2010,0.4147
82.1,2006,0,0,2001 to 2010,0.08209999999999999
595,2005,0,0,2001 to 2010,0.595
263,2005,0,0,2001 to 2010,0.263
327,2005,0,0,2001 to 2010,0.327
1372,2005,0,0,2001 to 2010,1.372
679,2006,0,0,2001 to 2010,0.679
7.09,2006,0,0,2001 to 2010,0.00709
169,2005,0,0,2001 to 2010,0.169
245,2005,0,0,2001 to 2010,0.245
296,2005,0,0,2001 to 2010,0.296
251,2005,0,0,2001 to 2010,0.251
280,2005,0,0,2001 to 2010,0.28
916,2005,0,0,2001 to 2010,0.916
764,2005,0,0,2001 to 2010,0.764
221.3,2005,0,0,2001 to 2010,0.22130000000000002
71.8,2006,0,0,2001 to 2010,0.0718
1442,2007,0,0,2001 to 2010,1.442
338.6,2004,0,0,2001 to 2010,0.3386
180,2004,0,0,2001 to 2010,0.18
41.5,2003,0,0,2001 to 2010,0.0415
2250,2003,0,0,2001 to 2010,2.25
432,2005,0,0,2001 to 2010,0.432
1990,2005,0,0,2001 to 2010,1.99
1013,2006,0,0,2001 to 2010,1.013
301.4,2006,0,0,2001 to 2010,0.3014
124,2005,27.85,-7.8,2001 to 2010,0.124
6000,2002,27.85,-7.8,2001 to 2010,6
54,2004,27.98333,-7.58333,2001 to 2010,0.054
6,2003,27.95,-7.83333,2001 to 2010,0.006
37,2006,0,0,2001 to 2010,0.037
90.1,2006,0,0,2001 to 2010,0.0901
249.73,2006,32.31667,-4.06667,2001 to 2010,0.24972999999999998
147.72,2006,32.26667,-3.46667,2001 to 2010,0.14772
756,2006,21.6,-16.5,2001 to 2010,0.756
36.3,2006,0,0,2001 to 2010,0.0363
6500,2006,0,0,2001 to 2010,6.5
100000,2005,0,0,2001 to 2010,100
35.9,2006,0,0,2001 to 2010,0.0359
81,2001,26.784,-12.8335,2001 to 2010,0.081
70,2006,0,0,2001 to 2010,0.07
531,2006,0,0,2001 to 2010,0.531
359,2001,26.784,-12.8335,2001 to 2010,0.359
400,2006,0,0,2001 to 2010,0.4
175,2001,31.36817,-4.01683,2001 to 2010,0.175
11,2006,0,0,2001 to 2010,0.011
30000,2005,0,0,2001 to 2010,30
22,2004,0,0,2001 to 2010,0.022
15,2006,0,0,2001 to 2010,0.015
387,2001,26.784,-12.8335,2001 to 2010,0.387
53,2006,0,0,2001 to 2010,0.053
71,2006,0,0,2001 to 2010,0.071
22,2005,0,0,2001 to 2010,0.022
300,2001,31.36817,-4.01683,2001 to 2010,0.3
212.8,2006,30.31708,-4.94288,2001 to 2010,0.21280000000000002
655,2001,31.36817,-4.01683,2001 to 2010,0.655
59.6,2006,0,0,2001 to 2010,0.0596
383.2,2006,0,0,2001 to 2010,0.3832
963.5,2006,0,0,2001 to 2010,0.9635
833.5,2006,0,0,2001 to 2010,0.8335
738.3,2006,0,0,2001 to 2010,0.7383
171,2001,26.784,-12.8335,2001 to 2010,0.171
486.7,2006,0,0,2001 to 2010,0.48669999999999997
242.1,2006,0,0,2001 to 2010,0.24209999999999998
26.4,2006,0,0,2001 to 2010,0.0264
93.5,2006,0,0,2001 to 2010,0.0935
26,2006,0,0,2001 to 2010,0.026
54.5,2006,0,0,2001 to 2010,0.0545
95,2006,0,0,2001 to 2010,0.095
65,2006,0,0,2001 to 2010,0.065
40.5,2001,26.784,-12.8335,2001 to 2010,0.0405
56,2006,0,0,2001 to 2010,0.056
251,2006,0,0,2001 to 2010,0.251
16,2006,0,0,2001 to 2010,0.016
48.5,2006,0,0,2001 to 2010,0.0485
37,2006,0,0,2001 to 2010,0.037
25.1,2006,0,0,2001 to 2010,0.0251
26.8,2005,0,0,2001 to 2010,0.0268
45.7,2006,0,0,2001 to 2010,0.045700000000000005
56.2,2006,0,0,2001 to 2010,0.0562
15,2001,26.784,-12.8335,2001 to 2010,0.015
26.4,2006,0,0,2001 to 2010,0.0264
122,2006,0,0,2001 to 2010,0.122
170,2006,0,0,2001 to 2010,0.17
11.2,2006,0,0,2001 to 2010,0.0112
36.1,2006,0,0,2001 to 2010,0.0361
54.3,2006,0,0,2001 to 2010,0.054299999999999994
52.5,2006,0,0,2001 to 2010,0.0525
159,2001,31.36817,-4.01683,2001 to 2010,0.159
778.2,2006,0,0,2001 to 2010,0.7782
178.5,2006,0,0,2001 to 2010,0.1785
995.3,2006,0,0,2001 to 2010,0.9953
159.1,2006,0,0,2001 to 2010,0.1591
56.6,2006,0,0,2001 to 2010,0.056600000000000004
2042.4,2006,0,0,2001 to 2010,2.0424
413.5,2001,26.784,-12.8335,2001 to 2010,0.4135
167,2005,0,0,2001 to 2010,0.167
46,2001,31.36817,-4.01683,2001 to 2010,0.046
10000,2007,0,0,2001 to 2010,10
62.9,1999,31.98333,-4.18667,1991 to 2000,0.0629
3080,2007,0,0,2001 to 2010,3.08
1276,2007,0,0,2001 to 2010,1.276
123,2007,0,0,2001 to 2010,0.123
114,2007,0,0,2001 to 2010,0.114
277,2007,0,0,2001 to 2010,0.277
195,2006,0,0,2001 to 2010,0.195
227,2006,0,0,2001 to 2010,0.227
585,2006,0,0,2001 to 2010,0.585
9625,2006,0,0,2001 to 2010,9.625
82,2006,0,0,2001 to 2010,0.082
868,1999,31.975,-4.16667,1991 to 2000,0.868
2340,2006,0,0,2001 to 2010,2.34
394,2007,0,0,2001 to 2010,0.394
154,2006,0,0,2001 to 2010,0.154
58,2000,31.96833,-4.14667,1991 to 2000,0.058
45.8,2000,31.96,-4.12833,1991 to 2000,0.0458
28.8,1999,32.02167,-4.13833,1991 to 2000,0.0288
20,2005,0,0,2001 to 2010,0.02
111.7,1999,32.04333,-4.13667,1991 to 2000,0.11170000000000001
344,1999,32.02833,-4.15833,1991 to 2000,0.344
1194,2000,32.03333,-4.17667,1991 to 2000,1.194
724,2000,32.03667,-4.195,1991 to 2000,0.724
156,2000,30.66667,-4.98333,1991 to 2000,0.156
11.3,2007,0,0,2001 to 2010,0.011300000000000001
35.5,2007,0,0,2001 to 2010,0.0355
69.9,2007,0,0,2001 to 2010,0.0699
34.5,2007,0,0,2001 to 2010,0.0345
38.2,2007,0,0,2001 to 2010,0.038200000000000005
16.27,2007,0,0,2001 to 2010,0.01627
683,2006,0,0,2001 to 2010,0.683
388,2006,0,0,2001 to 2010,0.388
620,2006,0,0,2001 to 2010,0.62
13,2001,0,0,2001 to 2010,0.013
50,2006,0,0,2001 to 2010,0.05
237,2002,0,0,2001 to 2010,0.237
2400,2005,0,0,2001 to 2010,2.4
3150,2007,0,0,2001 to 2010,3.15
4543,2007,0,0,2001 to 2010,4.543
1023,2007,0,0,2001 to 2010,1.023
416,2007,0,0,2001 to 2010,0.416
